Date,S&P500,FTSE100,Nikkei225,EEM,Gold,UST10Y
2010-03-19,1159.9000244140625,5650.10009765625,10824.7197265625,29.690221786499023,108.27999877929688,3.687000036239624
2010-03-23,1174.1700439453125,5673.60009765625,10774.150390625,30.007373809814453,108.31999969482422,3.680000066757202
2010-03-24,1167.719970703125,5677.89990234375,10815.0302734375,29.56047248840332,106.30000305175781,3.8289999961853027
2010-03-25,1165.72998046875,5727.7001953125,10828.849609375,29.481191635131836,106.77999877929688,3.9010000228881836
2010-03-26,1166.5899658203125,5703.0,10996.3701171875,29.625350952148438,108.58999633789062,3.8550000190734863
2010-03-29,1173.219970703125,5710.7001953125,10986.4697265625,30.158748626708984,108.75,3.864000082015991
2010-03-30,1173.27001953125,5672.2998046875,11097.1396484375,30.27407455444336,107.97000122070312,3.868000030517578
2010-03-31,1169.4300537109375,5679.60009765625,11089.9404296875,30.360580444335938,108.94999694824219,3.8329999446868896
2010-04-01,1178.0999755859375,5744.89990234375,11244.400390625,31.153467178344727,110.26000213623047,3.8589999675750732
2010-04-06,1189.43994140625,5780.39990234375,11282.3203125,31.528301239013672,111.02999877929688,3.9679999351501465
2010-04-07,1182.449951171875,5762.10009765625,11292.830078125,31.254392623901367,112.48999786376953,3.86299991607666
2010-04-08,1186.43994140625,5712.7001953125,11168.2001953125,31.362506866455078,112.6500015258789,3.8959999084472656
2010-04-09,1194.3699951171875,5771.0,11204.33984375,31.55713653564453,113.63999938964844,3.888000011444092
2010-04-12,1196.47998046875,5777.7001953125,11251.900390625,31.304840087890625,113.01000213623047,3.8459999561309814
2010-04-13,1197.300048828125,5761.7001953125,11161.23046875,31.239967346191406,112.69000244140625,3.811000108718872
2010-04-14,1210.6500244140625,5796.2998046875,11204.900390625,31.70128059387207,113.02999877929688,3.8550000190734863
2010-04-15,1211.6700439453125,5825.0,11273.7900390625,31.528301239013672,113.6500015258789,3.8480000495910645
2010-04-16,1192.1300048828125,5744.0,11102.1796875,30.60565757751465,111.23999786376953,3.7699999809265137
2010-04-19,1197.52001953125,5727.89990234375,10908.76953125,30.48311424255371,111.1500015258789,3.806999921798706
2010-04-20,1207.1700439453125,5783.7001953125,10900.6796875,30.843524932861328,111.45999908447266,3.805000066757202
2010-04-21,1205.93994140625,5723.39990234375,11090.0498046875,30.74260711669922,112.30999755859375,3.73799991607666
2010-04-22,1208.6700439453125,5665.2998046875,10949.08984375,30.872344970703125,111.83999633789062,3.7720000743865967
2010-04-23,1217.280029296875,5723.7001953125,10914.4599609375,31.038137435913086,113.19000244140625,3.816999912261963
2010-04-26,1212.050048828125,5753.89990234375,11165.7900390625,31.038137435913086,112.75,3.815000057220459
2010-04-27,1183.7099609375,5603.5,11212.66015625,29.928089141845703,114.62999725341797,3.690000057220459
2010-04-28,1191.3599853515625,5586.60009765625,10924.7900390625,30.180368423461914,114.30999755859375,3.7730000019073486
2010-04-30,1186.68994140625,5553.2998046875,11057.400390625,30.310121536254883,115.36000061035156,3.6630001068115234
2010-05-06,1128.1500244140625,5261.0,10695.6904296875,27.38362693786621,118.48999786376953,3.3980000019073486
2010-05-07,1110.8800048828125,5123.0,10364.58984375,27.527788162231445,118.2699966430664,3.428999900817871
2010-05-10,1159.72998046875,5387.39990234375,10530.7001953125,29.51001739501953,117.56999969482422,3.5390000343322754
2010-05-11,1155.7900390625,5334.2001953125,10411.099609375,28.976627349853516,120.66000366210938,3.5350000858306885
2010-05-12,1171.6700439453125,5383.5,10394.0302734375,29.33702278137207,121.4000015258789,3.566999912261963
2010-05-13,1157.43994140625,5433.7001953125,10620.5498046875,29.06312370300293,120.55999755859375,3.563999891281128
2010-05-14,1135.6800537109375,5262.89990234375,10462.509765625,28.4648380279541,120.37000274658203,3.441999912261963
2010-05-17,1136.93994140625,5262.5,10235.759765625,28.291852951049805,119.36000061035156,3.4719998836517334
2010-05-18,1120.800048828125,5307.2998046875,10242.6396484375,27.70078468322754,119.48999786376953,3.375999927520752
2010-05-19,1115.050048828125,5158.10009765625,10186.83984375,27.43408203125,116.62999725341797,3.3589999675750732
2010-05-20,1071.5899658203125,5073.10009765625,10030.3095703125,26.071746826171875,115.83999633789062,3.2639999389648438
2010-05-21,1087.68994140625,5062.89990234375,9784.5400390625,26.915096282958984,115.22000122070312,3.200000047683716
2010-05-24,1073.6500244140625,5069.60009765625,9758.400390625,26.63397789001465,116.83999633789062,3.2269999980926514
2010-05-25,1074.030029296875,4940.7001953125,9459.8896484375,26.345657348632812,117.36000061035156,3.1579999923706055
2010-05-26,1067.949951171875,5038.10009765625,9522.66015625,26.33123779296875,118.47000122070312,3.2179999351501465
2010-05-27,1103.06005859375,5195.2001953125,9639.7197265625,27.92423439025879,118.69000244140625,3.3380000591278076
2010-05-28,1089.4100341796875,5188.39990234375,9762.98046875,27.462915420532227,118.87999725341797,3.3010001182556152
2010-06-01,1070.7099609375,5163.2998046875,9711.830078125,26.958349227905273,119.91000366210938,3.2960000038146973
2010-06-02,1098.3800048828125,5151.2998046875,9603.240234375,27.90260887145996,119.77999877929688,3.3340001106262207
2010-06-03,1102.8299560546875,5211.2001953125,9914.1904296875,27.801700592041016,117.95999908447266,3.378999948501587
2010-06-04,1064.8800048828125,5126.0,9901.1904296875,26.814184188842773,119.19000244140625,3.194999933242798
2010-06-07,1050.469970703125,5069.10009765625,9520.7998046875,26.3961124420166,121.48999786376953,3.184000015258789
2010-06-08,1062.0,5028.2001953125,9537.9404296875,27.001596450805664,121.0,3.1679999828338623
2010-06-09,1055.68994140625,5085.89990234375,9439.1298828125,26.85742950439453,120.55999755859375,3.187000036239624
2010-06-10,1086.8399658203125,5132.5,9542.650390625,27.794492721557617,118.97000122070312,3.319000005722046
2010-06-11,1091.5999755859375,5163.7001953125,9705.25,27.93864631652832,120.01000213623047,3.2160000801086426
2010-06-14,1089.6300048828125,5202.10009765625,9879.849609375,27.945858001708984,119.5999984741211,3.2750000953674316
2010-06-15,1115.22998046875,5217.7998046875,9887.8896484375,28.789209365844727,120.98999786376953,3.309999942779541
2010-06-16,1114.6099853515625,5237.89990234375,10067.150390625,28.789209365844727,120.33000183105469,3.2820000648498535
2010-06-17,1116.0400390625,5253.89990234375,9999.400390625,28.645048141479492,121.9000015258789,3.190000057220459
2010-06-18,1117.510009765625,5250.7998046875,9995.01953125,28.77480125427246,122.83000183105469,3.2230000495910645
2010-06-21,1113.199951171875,5299.10009765625,10238.009765625,29.27215576171875,120.38999938964844,3.243000030517578
2010-06-22,1095.31005859375,5247.0,10112.8896484375,28.709922790527344,121.44999694824219,3.1659998893737793
2010-06-23,1092.0400390625,5178.5,9923.7001953125,28.783937454223633,120.94999694824219,3.115000009536743
2010-06-24,1073.68994140625,5100.2001953125,9928.33984375,28.276018142700195,121.30000305175781,3.122999906539917
2010-06-25,1076.760009765625,5046.5,9737.48046875,28.60978889465332,122.76000213623047,3.11299991607666
2010-06-28,1074.5699462890625,5071.7001953125,9693.9404296875,28.41387939453125,121.08999633789062,3.0320000648498535
2010-06-29,1041.239990234375,4914.2001953125,9570.669921875,27.260204315185547,121.2699966430664,2.9670000076293945
2010-06-30,1030.7099609375,4916.89990234375,9382.6396484375,27.078811645507812,121.68000030517578,2.9509999752044678
2010-07-01,1027.3699951171875,4805.7998046875,9191.599609375,27.27470588684082,117.04000091552734,2.927000045776367
2010-07-02,1022.5800170898438,4838.10009765625,9203.7099609375,27.390804290771484,118.48999786376953,2.9790000915527344
2010-07-06,1028.06005859375,4965.0,9338.0400390625,27.898712158203125,116.51000213623047,2.931999921798706
2010-07-07,1060.27001953125,5014.7998046875,9279.650390625,28.51546287536621,117.7300033569336,2.9800000190734863
2010-07-08,1070.25,5105.5,9535.740234375,28.653318405151367,117.20999908447266,3.0199999809265137
2010-07-09,1077.9599609375,5132.89990234375,9585.3203125,29.001602172851562,118.36000061035156,3.055999994277954
2010-07-12,1078.75,5167.0,9548.1103515625,28.769412994384766,117.33999633789062,3.0460000038146973
2010-07-13,1095.3399658203125,5271.0,9537.23046875,29.103199005126953,118.36000061035156,3.114000082015991
2010-07-14,1095.1700439453125,5253.5,9795.240234375,29.045143127441406,118.30000305175781,3.049999952316284
2010-07-15,1096.47998046875,5211.2998046875,9685.5302734375,28.90727996826172,118.2300033569336,2.9779999256134033
2010-07-16,1064.8800048828125,5158.89990234375,9408.3603515625,28.043838500976562,116.66999816894531,2.938999891281128
2010-07-21,1069.5899658203125,5214.60009765625,9278.830078125,28.783937454223633,115.8499984741211,2.8919999599456787
2010-07-22,1093.6700439453125,5313.7998046875,9220.8798828125,29.654630661010742,116.86000061035156,2.931999921798706
2010-07-23,1102.6600341796875,5312.60009765625,9430.9599609375,29.85779571533203,116.08999633789062,2.99399995803833
2010-07-26,1115.010009765625,5351.10009765625,9503.66015625,30.06095314025879,115.5199966430664,2.99399995803833
2010-07-27,1113.8399658203125,5365.7001953125,9496.849609375,30.010168075561523,113.51000213623047,3.046999931335449
2010-07-28,1106.1300048828125,5319.7001953125,9753.26953125,29.843286514282227,113.77999877929688,3.000999927520752
2010-07-29,1101.530029296875,5314.0,9696.01953125,29.894071578979492,114.29000091552734,2.999000072479248
2010-07-30,1101.5999755859375,5258.0,9537.2998046875,30.039188385009766,115.48999786376953,2.9070000648498535
2010-08-02,1125.8599853515625,5397.10009765625,9570.3095703125,30.815568923950195,115.54000091552734,2.9630000591278076
2010-08-03,1120.4599609375,5396.5,9694.009765625,30.67044448852539,115.98999786376953,2.9140000343322754
2010-08-04,1127.239990234375,5386.2001953125,9489.33984375,30.713991165161133,116.72000122070312,2.9519999027252197
2010-08-05,1125.81005859375,5365.7998046875,9653.919921875,30.57611656188965,116.9800033569336,2.9149999618530273
2010-08-06,1121.6400146484375,5332.39990234375,9642.1201171875,30.532581329345703,117.83999633789062,2.8239998817443848
2010-08-09,1127.7900390625,5410.5,9572.490234375,30.69222068786621,117.4000015258789,2.822000026702881
2010-08-10,1121.06005859375,5376.39990234375,9551.0498046875,30.27138328552246,117.7300033569336,2.7809998989105225
2010-08-11,1089.469970703125,5245.2001953125,9292.849609375,29.306350708007812,117.33999633789062,2.684999942779541
2010-08-12,1083.6099853515625,5266.10009765625,9212.58984375,29.357149124145508,118.7699966430664,2.734999895095825
2010-08-13,1079.25,5275.39990234375,9253.4599609375,29.516767501831055,118.73999786376953,2.687999963760376
2010-08-16,1079.3800048828125,5276.10009765625,9196.669921875,29.792490005493164,119.7300033569336,2.575000047683716
2010-08-17,1092.5400390625,5350.60009765625,9161.6796875,30.1044921875,119.75,2.6449999809265137
2010-08-18,1094.1600341796875,5302.89990234375,9240.5400390625,30.08272933959961,120.22000122070312,2.6410000324249268
2010-08-19,1075.6300048828125,5211.2998046875,9362.6796875,29.85053825378418,120.38999938964844,2.5789999961853027
2010-08-20,1071.68994140625,5195.2998046875,9179.3798828125,29.76347541809082,119.97000122070312,2.611999988555908
2010-08-23,1067.3599853515625,5234.7998046875,9116.6904296875,29.495010375976562,119.77999877929688,2.6070001125335693
2010-08-24,1051.8699951171875,5156.0,8995.1396484375,29.117700576782227,120.36000061035156,2.499000072479248
2010-08-25,1055.3299560546875,5109.39990234375,8845.3896484375,28.92905044555664,121.36000061035156,2.5380001068115234
2010-08-26,1047.219970703125,5155.7998046875,8906.48046875,28.747648239135742,120.95999908447266,2.499000072479248
2010-08-27,1064.5899658203125,5201.60009765625,8991.0595703125,29.378910064697266,121.01000213623047,2.6519999504089355
2010-08-31,1049.3299560546875,5225.2001953125,8824.0595703125,29.06691551208496,122.08000183105469,2.4769999980926514
2010-09-01,1080.2900390625,5366.39990234375,8927.01953125,30.089984893798828,121.69000244140625,2.5820000171661377
2010-09-02,1090.0999755859375,5371.0,9062.83984375,30.140771865844727,122.29000091552734,2.628000020980835
2010-09-03,1104.510009765625,5428.2001953125,9114.1298828125,30.496307373046875,121.86000061035156,2.7060000896453857
2010-09-07,1091.8399658203125,5407.7998046875,9226.0,30.05369758605957,122.69999694824219,2.6089999675750732
2010-09-08,1098.8699951171875,5429.7001953125,9024.599609375,30.380212783813477,122.70999908447266,2.6540000438690186
2010-09-09,1104.1800537109375,5494.2001953125,9098.3896484375,30.554359436035156,121.55999755859375,2.760999917984009
2010-09-10,1109.550048828125,5501.60009765625,9239.169921875,30.663196563720703,121.7300033569336,2.7950000762939453
2010-09-13,1121.9000244140625,5565.5,9321.8203125,31.396028518676758,121.62000274658203,2.740999937057495
2010-09-14,1121.0999755859375,5567.39990234375,9299.3095703125,31.381519317626953,124.0199966430664,2.6659998893737793
2010-09-16,1124.6600341796875,5540.10009765625,9509.5,31.265424728393555,124.62999725341797,2.759000062942505
2010-09-17,1125.5899658203125,5508.5,9626.08984375,31.214637756347656,124.54000091552734,2.746000051498413
2010-09-21,1139.780029296875,5576.2001953125,9602.1103515625,31.613704681396484,126.01000213623047,2.5940001010894775
2010-09-22,1134.280029296875,5551.89990234375,9566.3203125,31.635467529296875,126.19999694824219,2.5480000972747803
2010-09-24,1148.6700439453125,5598.5,9471.669921875,32.01277542114258,126.69000244140625,2.611999988555908
2010-09-27,1142.1600341796875,5573.39990234375,9603.1396484375,31.954736709594727,126.72000122070312,2.5169999599456787
2010-09-28,1147.699951171875,5578.39990234375,9495.759765625,32.18692398071289,127.8499984741211,2.4560000896453857
2010-09-29,1144.72998046875,5569.2998046875,9559.3798828125,32.29575729370117,127.94999694824219,2.50600004196167
2010-09-30,1141.199951171875,5548.60009765625,9369.349609375,32.48440170288086,127.91000366210938,2.5169999599456787
2010-10-01,1146.239990234375,5592.89990234375,9404.23046875,32.963294982910156,128.91000366210938,2.5260000228881836
2010-10-04,1137.030029296875,5556.0,9381.0595703125,32.86170959472656,128.4600067138672,2.4790000915527344
2010-10-05,1160.75,5635.7998046875,9518.759765625,33.456703186035156,130.99000549316406,2.4739999771118164
2010-10-06,1159.969970703125,5681.39990234375,9691.4296875,33.44218826293945,131.80999755859375,2.3989999294281006
2010-10-07,1158.06005859375,5662.10009765625,9684.8095703125,33.144691467285156,130.3699951171875,2.3959999084472656
2010-10-08,1165.1500244140625,5657.60009765625,9588.8798828125,33.543766021728516,131.66000366210938,2.38100004196167
2010-10-12,1169.77001953125,5661.60009765625,9388.6396484375,33.38412094116211,131.9600067138672,2.421999931335449
2010-10-13,1178.0999755859375,5747.39990234375,9403.509765625,34.000885009765625,134.07000732421875,2.430999994277954
2010-10-14,1173.81005859375,5727.2001953125,9583.509765625,33.942840576171875,134.75,2.494999885559082
2010-10-15,1176.18994140625,5703.39990234375,9500.25,33.89931106567383,133.67999267578125,2.5759999752044678
2010-10-18,1184.7099609375,5742.5,9498.490234375,33.913818359375,134.27999877929688,2.490999937057495
2010-10-19,1165.9000244140625,5703.89990234375,9539.4501953125,32.839935302734375,130.11000061035156,2.4749999046325684
2010-10-20,1178.1700439453125,5728.89990234375,9381.599609375,33.362369537353516,131.32000732421875,2.4700000286102295
2010-10-21,1180.260009765625,5757.89990234375,9376.48046875,33.362369537353516,129.47000122070312,2.5309998989105225
2010-10-22,1183.0799560546875,5741.39990234375,9426.7099609375,33.39864730834961,129.72999572753906,2.562999963760376
2010-10-25,1185.6199951171875,5752.0,9401.16015625,33.76143264770508,130.85000610351562,2.553999900817871
2010-10-26,1185.6400146484375,5707.2998046875,9377.3798828125,33.73241424560547,130.8800048828125,2.635999917984009
2010-10-27,1182.449951171875,5646.0,9387.0302734375,33.15919876098633,129.52000427246094,2.7119998931884766
2010-10-28,1183.780029296875,5677.89990234375,9366.0302734375,33.36962127685547,131.24000549316406,2.6610000133514404
2010-10-29,1183.260009765625,5675.2001953125,9202.4501953125,33.46394348144531,132.6199951171875,2.611999988555908
2010-11-01,1184.3800048828125,5694.60009765625,9154.7197265625,33.83400344848633,131.9199981689453,2.628000020980835
2010-11-02,1193.5699462890625,5757.39990234375,9159.98046875,34.25483703613281,132.49000549316406,2.5940001010894775
2010-11-04,1221.06005859375,5862.7998046875,9358.7802734375,35.248897552490234,136.02999877929688,2.4839999675750732
2010-11-05,1225.8499755859375,5875.39990234375,9625.990234375,35.18358612060547,136.3800048828125,2.5360000133514404
2010-11-08,1223.25,5850.0,9732.919921875,35.03846740722656,137.77999877929688,2.562999963760376
2010-11-09,1213.4000244140625,5875.2001953125,9694.490234375,34.59586715698242,135.58999633789062,2.6589999198913574
2010-11-10,1218.7099609375,5816.89990234375,9830.51953125,34.849815368652344,137.24000549316406,2.6480000019073486
2010-11-11,1213.5400390625,5815.2001953125,9861.4599609375,34.508792877197266,137.66000366210938,2.6480000019073486
2010-11-12,1199.2099609375,5796.89990234375,9724.8095703125,33.67436981201172,133.69000244140625,2.75600004196167
2010-11-15,1197.75,5820.39990234375,9827.509765625,33.659854888916016,132.4199981689453,2.9110000133514404
2010-11-16,1178.3399658203125,5681.89990234375,9797.099609375,32.77463912963867,130.97000122070312,2.8469998836517334
2010-11-17,1178.5899658203125,5692.60009765625,9811.66015625,32.941524505615234,130.3800048828125,2.864000082015991
2010-11-18,1196.68994140625,5768.7001953125,10013.6298828125,33.725154876708984,132.08999633789062,2.9019999504089355
2010-11-19,1199.72998046875,5732.7998046875,10022.3896484375,33.74693298339844,132.1999969482422,2.875
2010-11-22,1197.8399658203125,5680.7998046875,10115.1904296875,33.645347595214844,133.47999572753906,2.812999963760376
2010-11-24,1198.3499755859375,5657.10009765625,10030.1103515625,33.333343505859375,134.17999267578125,2.9140000343322754
2010-11-26,1189.4000244140625,5668.7001953125,10039.5595703125,32.50617980957031,133.11000061035156,2.864000082015991
2010-11-29,1187.760009765625,5551.0,10125.990234375,32.76013946533203,133.50999450683594,2.822000026702881
2010-11-30,1180.550048828125,5528.2998046875,9937.0400390625,32.49166488647461,135.4199981689453,2.796999931335449
2010-12-01,1206.0699462890625,5642.5,9988.0498046875,33.420413970947266,135.3800048828125,2.9639999866485596
2010-12-02,1221.530029296875,5767.60009765625,10168.51953125,34.08070373535156,135.1999969482422,3.0
2010-12-03,1224.7099609375,5745.2998046875,10178.3203125,34.20404815673828,138.07000732421875,3.0169999599456787
2010-12-06,1223.1199951171875,5770.2998046875,10167.23046875,34.14600372314453,139.11000061035156,2.940999984741211
2010-12-07,1223.75,5808.5,10141.099609375,33.98637771606445,136.5,3.1649999618530273
2010-12-08,1228.280029296875,5794.5,10232.330078125,33.7686882019043,134.7899932861328,3.2360000610351562
2010-12-09,1233.0,5808.0,10285.8798828125,33.6525993347168,135.3699951171875,3.2230000495910645
2010-12-10,1240.4000244140625,5813.0,10211.9501953125,33.804969787597656,135.41000366210938,3.2960000038146973
2010-12-13,1240.4599609375,5860.7998046875,10293.8896484375,34.02265167236328,136.0500030517578,3.2829999923706055
2010-12-14,1241.5899658203125,5891.2001953125,10316.76953125,34.07344436645508,136.17999267578125,3.4549999237060547
2010-12-15,1235.22998046875,5882.2001953125,10309.7802734375,33.521995544433594,134.6999969482422,3.5199999809265137
2010-12-16,1242.8699951171875,5881.10009765625,10311.2900390625,33.6163215637207,133.80999755859375,3.4769999980926514
2010-12-17,1243.9100341796875,5871.7998046875,10303.830078125,33.66710662841797,134.1999969482422,3.3299999237060547
2010-12-20,1247.0799560546875,5891.60009765625,10216.41015625,33.514739990234375,135.11000061035156,3.3489999771118164
2010-12-21,1254.5999755859375,5951.7998046875,10370.5302734375,34.00394821166992,135.32000732421875,3.3259999752044678
2010-12-22,1258.8399658203125,5983.5,10346.48046875,34.12095642089844,135.0500030517578,3.3459999561309814
2010-12-29,1259.780029296875,5996.39990234375,10344.5400390625,34.43929672241211,137.7100067138672,3.3410000801086426
2010-12-30,1257.8800048828125,5971.0,10228.919921875,34.61490249633789,137.02999877929688,3.36899995803833
2011-01-04,1270.199951171875,6013.89990234375,10398.099609375,35.353878021240234,134.75,3.3459999561309814
2011-01-05,1276.56005859375,6043.89990234375,10380.76953125,35.266082763671875,134.3699951171875,3.4830000400543213
2011-01-06,1273.8499755859375,6019.5,10529.759765625,34.892921447753906,133.8300018310547,3.4189999103546143
2011-01-07,1271.5,5984.2998046875,10541.0400390625,34.57099533081055,133.5800018310547,3.328000068664551
2011-01-11,1274.47998046875,6014.0,10510.6796875,34.578304290771484,134.91000366210938,3.3410000801086426
2011-01-12,1285.9599609375,6050.7001953125,10512.7998046875,35.27339553833008,135.4600067138672,3.3550000190734863
2011-01-13,1283.760009765625,6023.89990234375,10589.759765625,34.96609115600586,134.0500030517578,3.3010001182556152
2011-01-14,1293.239990234375,6002.10009765625,10499.0400390625,35.06853103637695,132.69000244140625,3.3329999446868896
2011-01-18,1295.02001953125,6056.39990234375,10518.98046875,35.01730728149414,133.42999267578125,3.364000082015991
2011-01-19,1281.9200439453125,5976.7001953125,10557.099609375,34.74660110473633,133.72000122070312,3.3369998931884766
2011-01-20,1280.260009765625,5867.89990234375,10437.3095703125,34.36613464355469,131.1999969482422,3.4590001106262207
2011-01-21,1283.3499755859375,5896.2998046875,10274.51953125,34.00761413574219,131.02999877929688,3.4159998893737793
2011-01-24,1290.8399658203125,5943.89990234375,10345.1103515625,34.27101516723633,130.36000061035156,3.4079999923706055
2011-01-25,1291.1800537109375,5917.7001953125,10464.419921875,34.066158294677734,130.10000610351562,3.319000005722046
2011-01-26,1296.6300048828125,5969.2001953125,10401.900390625,34.36613464355469,131.16000366210938,3.427999973297119
2011-01-27,1299.5400390625,5965.10009765625,10478.66015625,34.249061584472656,127.93000030517578,3.384999990463257
2011-01-28,1276.3399658203125,5881.39990234375,10360.33984375,33.16621398925781,130.27999877929688,3.3289999961853027
2011-01-31,1286.1199951171875,5862.89990234375,10237.919921875,33.51741027832031,129.8699951171875,3.378000020980835
2011-02-01,1307.5899658203125,5957.7998046875,10274.5,34.32955551147461,130.8000030517578,3.443000078201294
2011-02-02,1304.030029296875,6000.10009765625,10457.3603515625,34.07346725463867,130.4499969482422,3.489000082015991
2011-02-03,1307.0999755859375,5983.2998046875,10431.3603515625,34.029571533203125,132.1999969482422,3.5409998893737793
2011-02-04,1310.8699951171875,5997.39990234375,10543.51953125,34.022247314453125,131.66000366210938,3.6519999504089355
2011-02-07,1319.050048828125,6051.0,10592.0400390625,34.066158294677734,131.67999267578125,3.6440000534057617
2011-02-08,1324.5699462890625,6091.2998046875,10635.98046875,34.08078384399414,133.13999938964844,3.7249999046325684
