Date,S&P500_ret,S&P500_ma5,S&P500_ma21,S&P500_vol21,S&P500_rsi14,S&P500_mom10,S&P500_zscore21,FTSE100_ret,FTSE100_ma5,FTSE100_ma21,FTSE100_vol21,FTSE100_rsi14,FTSE100_mom10,FTSE100_zscore21,Nikkei225_ret,Nikkei225_ma5,Nikkei225_ma21,Nikkei225_vol21,Nikkei225_rsi14,Nikkei225_mom10,Nikkei225_zscore21,EEM_ret,EEM_ma5,EEM_ma21,EEM_vol21,EEM_rsi14,EEM_mom10,EEM_zscore21,Gold_ret,Gold_ma5,Gold_ma21,Gold_vol21,Gold_rsi14,Gold_mom10,Gold_zscore21,UST10Y_ret,UST10Y_ma5,UST10Y_ma21,UST10Y_vol21,UST10Y_rsi14,UST10Y_mom10,UST10Y_zscore21
2010-02-04,-0.031635856049806906,1.0209235116282622,1.049077495595045,0.012098217428115577,0.3144616415225434,-0.047802017099115655,-1.8790846044390912,-0.021920606489917782,1.0161578697243951,1.0435301506974999,0.00943907553770264,0.2938362191898477,-0.03670039725304621,-1.5903899898763327,-0.004657897258513558,0.9952598909672891,1.0226315090571139,0.012834711160311606,0.4208351766502296,-0.04714854151923238,-0.9452615041232089,-0.04062996867346476,1.0326422888977405,1.0849345521745528,0.017202665078918673,0.2653705516711045,-0.07134023077821479,-1.7082078577709974,-0.03083177573441783,1.0280923261246264,1.0438503752884578,0.013473907694848592,0.32469432200482884,-0.027940764862237094,-2.0741523668811706,-0.025435577188966448,1.0089196950064911,1.021672642588742,0.013614681964528651,0.3933388022928102,-0.00027697754705766905,-1.0808208760361693
2010-02-05,0.0028929303608266027,1.016533665024545,1.0429058336161288,0.012092778152833623,0.33045705677132703,-0.023420960770365904,-1.5625131465585678,-0.015372531619080752,1.0268568875405546,1.0553524957410136,0.009640172808426653,0.2546636170925842,-0.04565342214901942,-1.8645919671207938,-0.02928633302679142,1.022035411119721,1.0500654328067358,0.014162340676843044,0.3338183409011009,-0.050371318843275205,-1.8466280037081517,-0.011227107405856961,1.0384947456512517,1.0897337900622424,0.016960355410582287,0.2491348257429145,-0.0608433611392301,-1.705988768749951,0.0029657764294868027,1.0226022051340693,1.0384755326687602,0.013522020188452733,0.34170753618476013,-0.023234094488312425,-1.6883785057777874,-0.017887534557670063,1.023575859130524,1.0373056239115426,0.013306776755006331,0.3432897415128284,-0.014452486119970265,-1.7186176351203082
2010-02-08,-0.008902803100374192,1.019482548660512,1.04860906872513,0.012128348708242977,0.30680363441007047,-0.036506900192346606,-1.6558678674580127,0.006185242752202052,1.0144335762769883,1.044752013872632,0.00983386940539565,0.29519077359827195,-0.03193734316251209,-1.4890220204560825,-0.010522362458924843,1.0277579164615769,1.0574424413411745,0.0141469861009979,0.30954186064583394,-0.05335172008904788,-1.9058315182469912,-0.009995547691935974,1.0354598982910126,1.0925612431254477,0.016843922075565895,0.23546806811513987,-0.0769420032375425,-1.6853477258544711,-0.006132631197052165,1.0206074461687336,1.0414446730043188,0.01284957737749012,0.32358257581985694,-0.03200597631153994,-1.7241556542336318,0.012888943836158536,1.0070155861499515,1.0211581348708538,0.013237977755284031,0.4021700558623626,-0.010468348653861159,-1.0395755419322037
2010-02-09,0.01295584177358637,1.0002316384825023,1.0319452910644171,0.012555100514515001,0.3768487253853924,-0.019822942896194806,-1.101154845406766,0.0038219979192557533,1.0038538476483734,1.0369015840314535,0.009955208578464464,0.31992188363391805,-0.03128732792200972,-1.2423924959349604,-0.0019029613608328023,1.0208925711487924,1.0558670204729848,0.014149408342714366,0.3052452522100148,-0.03800186265373585,-1.713962612924047,0.03206199715652032,0.9943731226109397,1.0520392829002034,0.018931639149934367,0.35840185810640873,-0.026618675849795805,-0.9974777951861298,0.01308209362845793,1.000284576912777,1.025465156235406,0.013312604283766507,0.39728186949702393,-0.01998878714471122,-1.068352780530547,0.01134957232476375,0.9955408964985084,1.0071566545017032,0.013527988576442352,0.44954288377590246,0.0008263863547337318,-0.40433151419975
2010-02-10,-0.0022350694280074235,0.9970115841826644,1.0308282376350921,0.012483470522969907,0.3698679568186314,-0.026760815596526197,-1.0761134688873315,0.003943892282344513,0.9951792407017244,1.0290882549647635,0.01003681465508814,0.3455407711016377,-0.016387158600862484,-1.0215716354663147,0.003125098251633518,1.0088685369562231,1.0485851240940418,0.013855481307141702,0.32190172020462826,-0.028100623634875924,-1.4461040563783625,-0.0026329472164021116,0.9892434961626821,1.0481966991898815,0.018691448059550475,0.35330348298361686,-0.02668731137446412,-0.9665354848757789,-0.002754962144308203,0.9962328704238965,1.025462937690283,0.013206117117589242,0.3876534542472013,-0.01323567116184788,-1.0814766481002924,0.01665115843734587,0.9786139567551039,0.989055614801633,0.01414639553755914,0.5115579610804262,0.013721172223791033,0.731415796462665
2010-02-12,0.006885516215160078,0.9924761122369042,1.021066852010974,0.012632186666170808,0.40643146274583125,-0.00831698458095981,-0.7559360195259102,0.002043895791585128,0.9932717359929509,1.0236886748501053,0.010087179945225835,0.35905650472928696,-0.0006219163944714915,-0.8690069819293381,0.012784282662701174,0.9908253626261719,1.031551895160272,0.014118737139743173,0.3871488249604542,-0.030928619057741892,-0.9705873347333722,0.013356332047724294,0.9803850590422626,1.0293593385912658,0.018944096063428496,0.4001688420836672,-0.006718188619632577,-0.6238882684436562,0.01810002406868745,0.9833520254923273,1.0055341959731192,0.01389897759865307,0.47787613718392,0.005259180512199758,-0.24675544737054356,-0.00027072628008634956,0.9833739294809118,0.9889881595094749,0.013200078273891025,0.5105425816416295,0.00956809346738306,0.7529154003305757
2010-02-16,0.017840653536261433,0.9801656897094772,1.0008020114394447,0.013203372223281587,0.4900292186954253,0.019555439760385842,-0.03144295076429368,0.019564311209439432,0.9810148253473467,1.0017724886470147,0.011231611694243852,0.47256222910436513,0.010716025374626579,-0.07055069750763707,-0.005757658931626657,0.996091414249944,1.0341826917658212,0.013952699176314568,0.36982885617205513,-0.016060933123925755,-1.0423295903621632,0.025428454692038034,0.9670808776424724,0.9997463402690747,0.02000109487366583,0.47908504479422426,0.03004188780687189,0.0059712722477191045,0.02381725974040192,0.9722423294155246,0.9810340273566027,0.014790194959997147,0.5696369627177266,0.034541371213032836,0.9127305222953401,-0.007883700863926382,0.9975982451768065,0.9952692826338138,0.012667997258163968,0.48073969587480037,0.01523969721566879,0.38407436057296784
2010-02-17,0.004229004596710374,0.9838091497166818,0.994458562096446,0.013240538197891314,0.5079171845207044,0.009474994183338482,0.24160226606221102,0.00617831565921622,0.9819580608925554,0.9936024566783509,0.011286230955638502,0.502888943535983,0.005564697918193301,0.2825713835593542,0.026802548813762234,0.9766370601108905,1.0040561171813829,0.014868617559618763,0.48626884325983566,0.009976516611578631,-0.13664154598298794,0.003544120731723344,0.9775082625011478,0.9927555839970486,0.020061683681141942,0.4893166072031759,0.006613800955508552,0.1877549347990652,-0.0033810306977535213,0.9820412083675987,0.9831448226917072,0.014750430480095106,0.5545840426325087,0.008306428597632769,0.8871289125520353,0.021064799194390506,0.9848209305766148,0.9746252122358249,0.013288613880619625,0.5558407558878744,0.024083212389518535,2.067288356170308
2010-02-18,0.006563157733795463,0.9839204914445447,0.9866933419587058,0.013207512161581243,0.535306761690984,0.0031088477304106027,0.6268112849467973,0.009149539687108769,0.9810257014498242,0.9833877244187624,0.011452038980515486,0.5449390203021011,0.007911777584846414,0.797290028922231,0.002796206050122739,0.9817041544927331,0.9982743261684075,0.014766067099932478,0.4968691103120369,-0.0034132781217620046,0.06621573132002312,0.003783523120330378,0.9823263855972539,0.9863330538214768,0.020025323625288822,0.5006342927606591,0.002270863314660529,0.38645107203220613,0.006659727627096444,0.983833411988194,0.9762380793852288,0.014684480534857335,0.5782633260276677,0.0077889317777749415,1.2999017751229034,0.01616996654815506,0.9779647817576621,0.9605825091677398,0.013216323361756818,0.6040687633938779,0.04621732689810869,2.6313690284709352
2010-02-19,0.0021842348635910053,0.9891738581544719,0.9827777328558998,0.012862303849187363,0.5444345974885375,0.010835898158154297,0.9632041778055519,0.006196625137124037,0.9834085897473517,0.9759362642114638,0.011269072745134874,0.5715745219293656,0.019987816206527384,1.3464109890285372,-0.02073563194295014,1.0054257609043553,1.0161736517410818,0.014810895486485265,0.4271148825053843,-0.0269839574380934,-0.649909548606345,-0.008596811472743944,0.9981717893628913,0.9907133942371469,0.019369612477994402,0.47494058660983235,-0.0005081341764357914,0.3218416659969023,-0.004648011335301192,0.9963643046650608,0.9798944662661668,0.014638447247767136,0.5560236789261529,0.007083756155279037,1.19531631041219,-0.005537234541352955,0.9880486479800803,0.9668605565457192,0.013208696334338667,0.5806922458147649,0.021334052044399036,2.0024436787178237
